"Freq","alreadyInGazet","ordemGazet","statusInGazet","alreadyInGazet..status","add","X","source","status","X.1","X.2","X.3","X.4","country","stateProvince","municipality","locality","X.5","loc","loc.correct","meanLatitude","meanLongitude"
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Botucatu","fazenda terras de duaty rod prof joao hipolito martins km 13 ao lado do rio pardo",,"brazil_sao paulo_botucatu_fazenda terras duaty rod","",-22.971111,-48.495556
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Botucatu","rodovia marechal rondon (sp 300) km 259 fazenda pavuna ( 23 ) | rodovia marechal rondon (sp 300) km 259 fazenda pavuna alt 600m ( 4 ) | sao paulo: mun botucatu rodovia marechal rondon (sp 300) km 259 fazenda pavuna ( 1 )",,"brazil_sao paulo_botucatu_rodovia marechal rondon, fazenda pavuna","",-22.8332096555556,-48.5
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Brotas","estacao ecologica de itirapina caminho estrada de ferro-ponte do ribeirao do lobo distante 230 m da referida ponte ( 20 ) | estacao ecologica de itirapina caminho estrada de ferro-ponte do ribeirao do lobo apos a referida ponte ( 2 ) | estacao ecologica de itirapina caminho estrada de ferro-ponte do ribeirao do lobo distante 230m da referia ponte ( 2 ) | estacao ecologica de itirapina lagoa da ponte caminho estrada de ferro-ponte do ribeirao do lobo distante 230m da ponte do ribeirao do lobo ( 2 ) | estacao ecologica de itirapina caminho estrada de ferro-ponte do ribeirao do lobo distante 230 m d referida ponte ( 1 ) | estacao ecologica de itirapina lagoa da ponte caminho estrada de ferro-ponte do ribeirao do lobo distante 230 m da ponte do ribeirao do lobo ( 1 )",,"brazil_sao paulo_brotas_estacao ecologica itirapina, caminho estrada ferro ponte ribeirao lobo","",-22.2230559545455,-47.903333
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Campinas","cultivada na fazenda santa elisa no instituto agronomico de campinas/sp",,"brazil_sao paulo_campinas_cultivada na fazenda santa elisa no instituto agronomico campinas","",,
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Campinas","fazenda monte d#?#este ( 27 ) | distrito de barao geraldo fazenda monte d#?#este ( 1 )",,"brazil_sao paulo_campinas_fazenda monte d#?#este","",-22.9056,-47.0608
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Campos do Jordão","parque estadual mananciais de campos do jordao ( 27 ) | parque estadual dos mananciais de campos do jordao ( 1 )",,"brazil_sao paulo_campos jordao_parque estadual mananciais campos jordao","",-22.73,-45.59
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Cananéia","ilha comprida na beira da estrada entre o ponto de chegada da balsa de cananeia e a praia",,"brazil_sao paulo_cananeia_na beira estrada entre o ponto chegada balsa cananeia e a praia","",,
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Caraguatatuba","estrada da intermediaria ( 10 ) | estrada intermediaria floresta ombrofila densa altomontana ( 7 ) | estrada da intermediaria floresta ombrofila densa altomontana ( 3 ) | estrada intermediaria ( 3 ) | estrada da intermediariafloresta ombrofila densa montana ( 1 ) | estrada de intermediaria ( 1 )",,"brazil_sao paulo_caraguatatuba_estrada intermediaria","",-23.6475231923077,-45.6703205
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","","cerrados de la region d´emas ( 19 ) | cerrados de la region d'emas ( 6 ) | cerrados de la region d´ emas ( 3 )",,"brazil_sao paulo_cerrados region emas","",,
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","","cerrados de la region d´emas ( 19 ) | cerrados de la region d'emas ( 6 ) | cerrados de la region d´ emas ( 3 )",,"brazil_sao paulo_cerrados region emas_cerrados region emas","",,
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Colina","empresa colitex",,"brazil_sao paulo_colina_empresa colitex","",-20.712047,-48.546046
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Cunha","estrada do paraibuna sentido ao parque estadual da serra do mar ( 22 ) | estrada do paraibuna sentido ao parque estadual serra do mar ( 4 ) | estrada do paraibuna km 9 ao lado esquerdo sentido ao parque estadual da serra do mar ( 1 ) | estrada do paraibuna sentido ao parque estadual serra do mar km 5 ( 1 )",,"brazil_sao paulo_cunha_estrada paraibuna, sentido ao parque estadual serra mar","",-23.07,-44.959999
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Cunha","parque estadual da serra do mar nucleo cunha parque estadual da serra do mar nucleo cunha trilha da torre estrada da parcela 'r' para parcela 's'",,"brazil_sao paulo_cunha_parque estadual serra mar nucleo cunha parque estadual serra mar nucleo cunha, estrada parcela 'r' para parcela 's'","",-23.233333,-45.016667
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Cunha","subida para pedra da macela floresta de altitude degradada ( 27 ) | mun cunha subida para pedra da macela floresta de altitude degradada ( 1 )",,"brazil_sao paulo_cunha_subida para pedra macela","",,
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Mogi Guaçu ( 26 )","distrito martinho prado reserva biologica de mogi-guacu #?#fazenda campininha#?# trilha 4 ( 5 ) | distrito martinho prado reserva biologica de mogi-guacu ' fazenda campininha' trilha sufflair a beira da esrada adjacente a area spp1 ( 2 ) | distrito martinho prado reserva biologica de mogi-guacu 'fazenda campininha' ao longo da trilha 1 ( 2 ) | distrito martinho prado reserva biologica de mogi-guacu ""fazenda campininha"" ao longo da trilha 1 ( 2 ) | distrito de martinho prado res biol da faz campinha ( area do instituto de botanica) ( 1 ) | distrito de martinho prado reserva biologica da fazenda campinha ( rea do instituto de botnica) ( 1 )",,"brazil_sao paulo_distrito martinho prado","",-22.3722,-46.9422
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Santa Bárbara d'Oeste","east edge of city of santa barbara do oeste on east side of highway just south of railroad ( 16 ) | east edge of city of santa barbara do oeste on easr side of highway just south of railroad ( 3 ) | east edge of city of santa barbara d'oeste on east side od highway just south of railroadpastured grove of secondary forest with semi-closed tree canopy cover ( 2 ) | east edge of city of santa barbara do oeste on east side of city just south of railrroad in shrub clump in middle of small wellgrazed pasture seeral meters from edge of a grove of seondary forest ( 2 ) | east edge of city of santa barbara d'oeste on east side of highway just south of railroad ( 1 ) | east edge of city of santa barbara d'oeste on east side of highway just south of railroad in shrub clump in middle of samll wellgrazed pastue several meters from edge of a grove of secondary forest ( 1 )",,"brazil_sao paulo_east edge of city of santa barbara oeste","",-22.75,-47.4174245
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Novo Horizonte","entrada para fazenda fazendinha (fazendas reunidas castilho) estrada novo horizonte - sales ca 20 km de novo horizonte (sp-304 km 438) cerradao ( 9 ) | entrada para fazenda fazendinha (fazendas reunidas castilho) estrada novo horizonte - sales ca 20 km de novo horizonte (sp-304 km 438) 21º23'28""s 49º23'38""w 440 msm cerradao ( 4 ) | entrada para fazenda fazendinha (fazenda cerradao ( 2 ) | entrada para fazenda fazendinha (fazenda reunidas castilho) estrana novo horizonte sales ca 20 km de novo horizonte (sp-304 km 438) ( 2 ) | entrada para fazenda fazendinha  estrada novo horizonte - sales ca 20 km de novo horizonte (sp-304 km 438) ( 1 ) | entrada para fazenda fazendinha (fazenda reunidas castilho) estrada novo horizonte - sales ca 20 km de novo horizonte (sp-304 km 438) ( 1 )",,"brazil_sao paulo_entrada para fazenda fazendinha","",-21.3907538571429,-49.3929365714286
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","estrada igacaba a rifaina ( 2 )","estrada igacaba a rifaina ( 18 ) | estrada igacaba a rifaina cerrado em solo com afloramento quartzitico e beirando um riacho ( 2 ) | estrada igacaba a rifaina cerrado em solo com afloramento quartzitivo e beirando um riacho ( 2 ) | estrada de igacaba a rifaina cerrado em solo com afloramento quartzitivo e beirando um riacho ( 1 ) | estrada igacaba a rifaina beira de riacho ( 1 ) | estrada igacaba a rifaina beirando um riacho ( 1 )",,"brazil_sao paulo_estrada igacaba a rifaina","",,
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","estrada s paulo-itapetininga km 163 bacia do rio tatui ( 6 ) | estrada s paulo-itapetininga; bacia do ribeirao lajeado ( 5 ) | estrada s paulo - itapetininga km 163 bacia do rio tatui ( 2 ) | estrada s paulo = itapetininga km 163 bacia do rio tatui ( 2 ) | estrada s paulo-itapetinga km 163 bacia do rio tatui ( 2 ) | estrada s paulo-itapetininga ( 2 )",,"brazil_sao paulo_estrada s_estrada s","",,
28,FALSE,,,,,,"gbif_reflora_splink",,,,,,"Brazil","São Paulo","Iguape","est ecol de jureia ( 17 ) | est ecol de jureia beira de rio beira de rio ( 2 ) | est ecol da jureia ( 1 ) | est ecol de jureia (sema) mata da encosta ( 1 ) | est ecol de jureia beira de rio ( 1 ) | est ecol de jureia folha cartografica sg-23-v-a coordenada calculada ( 1 )",,"brazil_sao paulo_iguape_estado ecol","",-24.622667,-47.466333
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Itapetininga","horto florestal ( 27 ) | horto florestal mata ( 1 )",,"brazil_sao paulo_itapetininga_horto florestal","",-23.5914166666667,-48.0525833333333
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Itararé","estrada itarare-capao bonito rio verde cerrado/campo umido ( 13 ) | estrada itarare-capao bonito rio verde ( 5 ) | estrada itarare-capao bonito rio verde cerrado ( 3 ) | estr itarare-capao bonito rio verde ( 1 ) | estrada itarare-capao bonito ( 1 ) | estrada itarare-capao bonito capao bonito ( 1 )",,"brazil_sao paulo_itarare_estrada itarare capao bonito","",-24.0842286666667,-49.2024998888889
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Itariri","parque estadual da serra do mar ( 25 ) | peserra do mar ( 3 )",,"brazil_sao paulo_itariri_parque estadual serra mar","",-24.280001,-47.169998
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Paulo ( 27 )","jardim vitoria regia (sitio da viuva) ( 15 ) | jardim vitoria regia - sitio da viuva ( 9 ) | jardim vitoria regia (sitio da viuva) afloramento rochoso alt: 809m ( 2 ) | jardim vitoria regia (sitio da viuva) afloramento rochoso s23°26'16"""" w46°42'16"""" ( 1 ) | jardim vitoria regia (zona oeste) sao paulo - sp brasil ( 1 )",,"brazil_sao paulo_jardim vitoria regia","",-23.5600968333333,-46.7044604583333
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Jundiaí","fazenda traviu ( 13 ) | fazenda traviu a margem de uma lagoa ( 4 ) | fazenda traviu a margem seca de uma lagoa ( 1 ) | fazenda traviu em terra pantanosa por entre a sombra de capins ( 1 ) | fazenda traviu em terreno pantanoso no mato da lagoa ( 1 ) | fazenda traviu em terreno umido a beira de uma lagoa ( 1 )",,"brazil_sao paulo_jundiai_fazenda traviu","",-23.18,-46.880001
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Jundiaí","parque municipal da serra do japi ( 14 ) | parque municipal da serra do japi ao longo da trilha ate o observatorio ( 6 ) | parque municipal da serra do japi margem da trilha principal ( 4 ) | parque municipal da serra do japi floresta estacional semidecidual ( 2 ) | parque municipal da serra do japi trilha ate o vale do paraiso ( 2 )",,"brazil_sao paulo_jundiai_parque municipal serra japi","",-23.24282975,-46.95851475
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","km 78 of dom pedro highway between jacarei and campinas cerrado like patch of roadside vegetation e of itatiba",,"brazil_sao paulo_km_cerrado like patch of roadside vegetation","",,
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Monte Alto","regiao ribeirao preto serra anhumas sitio bocaina ( 9 ) | regiao ribeirao preto serra anhumas sitio sao jose ( 8 ) | regiao de ribeirao preto serra anhumas sitio bocaina ( 3 ) | regiao de ribeirao preto serra anhumas sitio bocaina nas margens do riacho ( 1 ) | regiao de ribeirao preto serra anhumas sitio sao jose ( 1 ) | regiao de ribeirao preto serra de anhumas sitio bocaina ( 1 )",,"brazil_sao paulo_monte alto_regiao ribeirao preto","",-21.2611241,-48.4901441818182
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Monte Aprazível","sitio santo antonio",,"brazil_sao paulo_monte aprazivel_sitio santo antonio","",-20.7661905,-49.7092857142857
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","munic jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) ( 13 ) | munic estrada de terra municipal jose bonifacio nova alianca fazenda jacare hab; capao de cerradao baixada com rio e mata ciliar  ( 2 ) | munic jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) capao de cerrado baixada com rio e mata ciliar margem de mata ciliar ( 2 ) | munic jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) capao de cerrado baixada com rio mata ciliar e mata seca semi-ducidua margem de mata seca ( 2 ) | munic jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) capao de cerraso baixada com rio e mata ciliar ( 2 ) | munic jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fatura) mata ciliar barranco umido proximo do riacho ( 2 )",,"brazil_sao paulo_munic_estrada terra municipal jose bonifacio nova alianca, fazenda jacare","",,
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Iepê","municipio de iepe: fazenda capi 2 km due n of rio paranapanema & 7 km e of porto alvorada near ""lagoa seca"" (""lagoa de cima"") ( 4 ) | municipio de iepe: fazenda capi 4 km n of the rio paranapanema & 6 km e of porto alvorada ( 3 ) | mun de iepe: fazenda capi 4 km n of the rio paranapanema & 6 km e porto alvorada upper forest grove a remant of primary forest recently burned leaving scattered original trees (to 35 m) with intersticies filled in with secondary low trees & dense undergrowth ( 2 ) | municipio de iepe; fazenda capi 2 km due nrothof rio parenapanema & 7 km east of porto alvorada lagoa da cima a small lake containing water only when it rains ( 2 ) | municipio de iepe: fazenda capa about 5 km e of porto alvorada along the rio paranapanema virgen forest on narrow natural levee of rio paranapanema ( 2 ) | municipio de iepe: fazenda capi 2 km due n of rio paranapanema & 7 km e of porto alvorada near ""lagoa da cima"" (also called ""lagoa seca"") ( 2 )",,"brazil_sao paulo_municipio iepe","",-22.7383544545455,-51.1282311363636
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Pardinho","sitio palmeiras ( 22 ) | sitio das palmeiras ( 2 ) | mun of pardinho sitio palmeiras forest ( 1 ) | sitio palmeiras  ( 1 ) | sitio palmeiras -  ( 1 ) | sitio palmeiras 5km n of pardinho and 15km s of botucatu 23°4´0's 48°22´0's ( 1 )",,"brazil_sao paulo_pardinho_sitio palmeiras","",-23.08,-48.3699995
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Pariquera-Açu","parque estadual do pariquera abaixo ( 8 ) | parque estadual do pariquera - abaixo acesso pela parte sul atravessando o rio pariquera mirim ( 3 ) | parque estadual do pariquera abaixo morro do carrapato ( 3 ) | parque estadual de pariquera - abaixo ( 2 ) | parque estadual de pariquera abaixo (pepa) ( 2 ) | parque estadual de pariquera - abaixo (pepa) acesso pelo bairro braco preto no lado oeste passando pelo viveiro nas cordenadas aproximadas de 24°42`32' s e 47°38``58' w seguindo a trilha no interior da floresta de restinga de baixada (paludosa) ( 1 )",,"brazil_sao paulo_pariquera acu_parque estadual pariquera","",-24.6852596111111,-47.8535176111111
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","parque de anhanguera vairo de pelusu sao paulo in eucalyptus forest ( 11 ) | parque de anhanguera vairo de pelusu sao paulo ( 5 ) | parque de anhanguera vairo de pelusu sao paulo in mixed forest ( 4 ) | parque de anhanguera vairo de pelusu ( 3 ) | parque anhanguera ( 2 ) | parque anhanguera sao paulo - sp 02675-031 brasil ( 2 )",,"brazil_sao paulo_parque anhanguera_parque anhanguera","",,
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","","parque escola - vila principe de gales santo andre - sp brasil ( 16 ) | parque escola vila principe de gales santo andre - sp brasil ( 12 )",,"brazil_sao paulo_parque escola","",,
28,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","","parque escola - vila principe de gales santo andre - sp brasil ( 16 ) | parque escola vila principe de gales santo andre - sp brasil ( 12 )",,"brazil_sao paulo_parque escola_parque escola","",,
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","parque estadual da serra do mar nucleo curucutu ( 10 ) | parque estadual da serra do mar nucleo curucutu trilha do campo ( 2 ) | parque estadual da serra do mar nucleo curucutu trilha do mirante ( 2 ) | parque estadual da serra do mar nucleo curucutu trilha dos campos ao longo margens de um corrego afluente do rio capivari ( 2 ) | parque estadual da serra do mar nucleo curucutu arredores da sede ( 1 ) | parque estadual da serra do mar nucleo curucutu subosque de pinus com cerca de 40 anos de plantio ( 1 )",,"brazil_sao paulo_parque estadual serra mar nucleo curucutu_parque estadual serra mar nucleo curucutu","",,
28,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","parque estadual da serra do mar ( 15 ) | parque estadual da serra do mar; nucleo cunha ( 5 ) | parque estadual da serra do mar - nucleo ( 1 ) | parque estadual da serra do mar - nucleo cunha cunha - sp 12530-000 brasil ( 1 ) | parque estadual da serra do mar - nucleoi do cunha ( 1 ) | parque estadual da serra do mar; caminho a piloes ( 1 )",,"brazil_sao paulo_parque estadual serra mar_parque estadual serra mar","",,
